127.0.0.1 - - [02/Feb/2019:12:35:38 +0100] "GET /Acme-HandyWorker/styles/style.css HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2019:12:35:38 +0100] "GET /Acme-HandyWorker/scripts/jmenu.js HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2019:12:35:38 +0100] "GET /Acme-HandyWorker/images/uk.png HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2019:12:35:38 +0100] "GET /Acme-HandyWorker/images/spain.png HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2019:12:35:44 +0100] "GET /Acme-HandyWorker/warranty/administrator/edit.do?warrantyId=32779 HTTP/1.1" 200 4731
127.0.0.1 - - [02/Feb/2019:12:35:46 +0100] "GET /Acme-HandyWorker/ HTTP/1.1" 200 4520
127.0.0.1 - - [02/Feb/2019:12:35:53 +0100] "GET /Acme-HandyWorker/administrator/statistics.do HTTP/1.1" 200 6365
127.0.0.1 - - [02/Feb/2019:12:35:57 +0100] "GET /Acme-HandyWorker/warranty/administrator/list.do HTTP/1.1" 200 5819
127.0.0.1 - - [02/Feb/2019:12:36:21 +0100] "GET /Acme-HandyWorker/warranty/administrator/list.do HTTP/1.1" 200 5801
127.0.0.1 - - [02/Feb/2019:12:36:21 +0100] "GET /Acme-HandyWorker/scripts/jquery.js HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2019:12:36:21 +0100] "GET /Acme-HandyWorker/styles/common.css HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2019:12:36:21 +0100] "GET /Acme-HandyWorker/styles/style.css HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2019:12:36:21 +0100] "GET /Acme-HandyWorker/scripts/jquery-ui.js HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2019:12:36:21 +0100] "GET /Acme-HandyWorker/styles/jmenu.css HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2019:12:36:21 +0100] "GET /Acme-HandyWorker/scripts/jmenu.js HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2019:12:36:21 +0100] "GET /Acme-HandyWorker/styles/displaytag.css HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2019:12:36:21 +0100] "GET /Acme-HandyWorker/images/spain.png HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2019:12:36:21 +0100] "GET /Acme-HandyWorker/images/uk.png HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2019:12:36:26 +0100] "GET /Acme-HandyWorker/warranty/administrator/create.do HTTP/1.1" 200 5418
127.0.0.1 - - [02/Feb/2019:12:36:31 +0100] "POST /Acme-HandyWorker/warranty/administrator/edit.do HTTP/1.1" 302 -
127.0.0.1 - - [02/Feb/2019:12:36:31 +0100] "GET /Acme-HandyWorker/warranty/administrator/list.do HTTP/1.1" 200 6056
127.0.0.1 - - [02/Feb/2019:12:36:35 +0100] "GET /Acme-HandyWorker/warranty/administrator/edit.do?warrantyId=32781 HTTP/1.1" 200 5428
127.0.0.1 - - [02/Feb/2019:12:36:39 +0100] "POST /Acme-HandyWorker/warranty/administrator/edit.do HTTP/1.1" 302 -
127.0.0.1 - - [02/Feb/2019:12:36:39 +0100] "GET /Acme-HandyWorker/warranty/administrator/list.do HTTP/1.1" 200 5980
127.0.0.1 - - [02/Feb/2019:12:36:48 +0100] "GET /Acme-HandyWorker/j_spring_security_logout HTTP/1.1" 302 -
127.0.0.1 - - [02/Feb/2019:12:36:48 +0100] "GET /Acme-HandyWorker/ HTTP/1.1" 200 3720
127.0.0.1 - - [02/Feb/2019:12:36:50 +0100] "GET /Acme-HandyWorker/security/login.do HTTP/1.1" 200 3947
127.0.0.1 - - [02/Feb/2019:12:36:55 +0100] "POST /Acme-HandyWorker/j_spring_security_check HTTP/1.1" 302 -
127.0.0.1 - - [02/Feb/2019:12:36:55 +0100] "GET /Acme-HandyWorker/ HTTP/1.1" 200 4222
127.0.0.1 - - [02/Feb/2019:12:37:03 +0100] "GET /Acme-HandyWorker/fixUp/customer/list.do HTTP/1.1" 200 4415
127.0.0.1 - - [02/Feb/2019:12:37:05 +0100] "GET /Acme-HandyWorker/fixUp/customer/create.do HTTP/1.1" 200 8147
127.0.0.1 - - [02/Feb/2019:12:37:22 +0100] "POST /Acme-HandyWorker/fixUp/customer/edit.do HTTP/1.1" 302 -
127.0.0.1 - - [02/Feb/2019:12:37:22 +0100] "GET /Acme-HandyWorker/fixUp/customer/list.do HTTP/1.1" 200 4824
127.0.0.1 - - [02/Feb/2019:12:37:24 +0100] "GET /Acme-HandyWorker/quolet/customer/list.do HTTP/1.1" 200 4401
127.0.0.1 - - [02/Feb/2019:12:37:26 +0100] "GET /Acme-HandyWorker/quolet/customer/create.do HTTP/1.1" 200 5776
127.0.0.1 - - [02/Feb/2019:12:37:30 +0100] "POST /Acme-HandyWorker/quolet/customer/edit.do HTTP/1.1" 302 -
127.0.0.1 - - [02/Feb/2019:12:37:30 +0100] "GET /Acme-HandyWorker/quolet/customer/list.do HTTP/1.1" 200 4972
127.0.0.1 - - [02/Feb/2019:12:37:41 +0100] "GET /Acme-HandyWorker/quolet/customer/show.do?quoletId=32783 HTTP/1.1" 200 5018
127.0.0.1 - - [02/Feb/2019:12:37:41 +0100] "GET /Acme-HandyWorker/images/lupa.png HTTP/1.1" 304 -
